grupo,idioma,linea,atributos_completos
SCOOTER,it,786,"{""tag"":""img"",""line"":786,""alt"":""Noleggio scooter a Barcellona vicino a Vila Olímpica e alla spiaggia della Barceloneta"",""class"":""service-hero__bg-photo"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""864"",""loading"":""eager"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-hero-group-v1-1536.webp"",""width"":""1536""}"
SCOOTER,it,857,"{""tag"":""img"",""line"":857,""alt"":""Casco extra incluso con il noleggio scooter a Barcellona"",""decoding"":""async"",""height"":""60"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-extra-helmet-barcelona-v1.webp"",""width"":""180""}"
SCOOTER,it,858,"{""tag"":""img"",""line"":858,""alt"":""Lucchetto di sicurezza incluso con il noleggio scooter a Barcellona"",""decoding"":""async"",""height"":""72"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-security-lock-barcelona-v1.webp"",""width"":""103""}"
SCOOTER,it,859,"{""tag"":""img"",""line"":859,""alt"":""Top box incluso con il noleggio scooter a Barcellona"",""decoding"":""async"",""height"":""72"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-top-box-barcelona-v1.webp"",""width"":""137""}"
SCOOTER,it,901,"{""tag"":""img"",""line"":901,""alt"":""Scooter bianco sul lungomare di Barcellona"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-1200.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-800.webp 800w, https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-1200.webp 1200w"",""width"":""1200""}"
SCOOTER,it,944,"{""tag"":""img"",""line"":944,""alt"":""Negozio RSB a Vila Olímpica, Barcellona, vicino alla spiaggia della Barceloneta"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp 1200w"",""width"":""1200""}"
SCOOTER,it,1092,"{""tag"":""img"",""line"":1092,""alt"":""Logo di RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
SCOOTER,de,759,"{""tag"":""img"",""line"":759,""alt"":""Logo von RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""70"",""sizes"":""70px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""70""}"
SCOOTER,de,827,"{""tag"":""img"",""line"":827,""alt"":""Scooter mieten in Barcelona nahe Vila Olímpica und dem Strand von Barceloneta"",""class"":""service-hero__bg-photo"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""864"",""loading"":""eager"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-hero-group-v1-1536.webp"",""width"":""1536""}"
SCOOTER,de,899,"{""tag"":""img"",""line"":899,""alt"":""Zusatzhelm inklusive bei der Scooter-Miete in Barcelona"",""decoding"":""async"",""height"":""60"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-extra-helmet-barcelona-v1.webp"",""width"":""180""}"
SCOOTER,de,900,"{""tag"":""img"",""line"":900,""alt"":""Sicherheitsschloss inklusive bei der Scooter-Miete in Barcelona"",""decoding"":""async"",""height"":""72"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-security-lock-barcelona-v1.webp"",""width"":""103""}"
SCOOTER,de,901,"{""tag"":""img"",""line"":901,""alt"":""Topcase inklusive bei der Scooter-Miete in Barcelona"",""decoding"":""async"",""height"":""72"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-top-box-barcelona-v1.webp"",""width"":""137""}"
SCOOTER,de,944,"{""tag"":""img"",""line"":944,""alt"":""Weißer Scooter an der Strandpromenade in Barcelona"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-1200.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-800.webp 800w, https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-1200.webp 1200w"",""width"":""1200""}"
SCOOTER,de,1028,"{""tag"":""img"",""line"":1028,""alt"":""RSB-Geschäft in Vila Olímpica, Barcelona, nahe dem Strand von Barceloneta"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp 1200w"",""width"":""1200""}"
SCOOTER,de,1199,"{""tag"":""img"",""line"":1199,""alt"":""Logo von RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
SCOOTER,nl,768,"{""tag"":""img"",""line"":768,""alt"":""Logo van RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""70"",""sizes"":""70px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""70""}"
SCOOTER,nl,836,"{""tag"":""img"",""line"":836,""alt"":""Scooter huren in Barcelona vlak bij Vila Olímpica en het strand van Barceloneta"",""class"":""service-hero__bg-photo"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""864"",""loading"":""eager"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-hero-group-v1-1536.webp"",""width"":""1536""}"
SCOOTER,nl,908,"{""tag"":""img"",""line"":908,""alt"":""Extra helm inbegrepen bij scooterverhuur in Barcelona"",""decoding"":""async"",""height"":""60"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-extra-helmet-barcelona-v1.webp"",""width"":""180""}"
SCOOTER,nl,909,"{""tag"":""img"",""line"":909,""alt"":""Veiligheidsslot inbegrepen bij scooterverhuur in Barcelona"",""decoding"":""async"",""height"":""72"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-security-lock-barcelona-v1.webp"",""width"":""103""}"
SCOOTER,nl,910,"{""tag"":""img"",""line"":910,""alt"":""Topkoffer inbegrepen bij scooterverhuur in Barcelona"",""decoding"":""async"",""height"":""72"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-top-box-barcelona-v1.webp"",""width"":""137""}"
SCOOTER,nl,953,"{""tag"":""img"",""line"":953,""alt"":""Witte scooter aan de boulevard in Barcelona"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-1200.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-800.webp 800w, https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-1200.webp 1200w"",""width"":""1200""}"
SCOOTER,nl,1037,"{""tag"":""img"",""line"":1037,""alt"":""RSB-winkel in Vila Olímpica, Barcelona, vlak bij het strand van Barceloneta"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp 1200w"",""width"":""1200""}"
SCOOTER,nl,1208,"{""tag"":""img"",""line"":1208,""alt"":""Logo van RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
SCOOTER,pt,737,"{""tag"":""img"",""line"":737,""alt"":""Logótipo da RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""70"",""sizes"":""70px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""70""}"
SCOOTER,pt,811,"{""tag"":""img"",""line"":811,""alt"":""Aluguer de scooter em Barcelona perto de Vila Olímpica e da praia da Barceloneta"",""class"":""service-hero__bg-photo"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""864"",""loading"":""eager"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-hero-group-v1-1536.webp"",""width"":""1536""}"
SCOOTER,pt,883,"{""tag"":""img"",""line"":883,""alt"":""Capacete extra incluído no aluguer de scooter em Barcelona"",""decoding"":""async"",""height"":""60"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-extra-helmet-barcelona-v1.webp"",""width"":""180""}"
SCOOTER,pt,884,"{""tag"":""img"",""line"":884,""alt"":""Cadeado de segurança incluído no aluguer de scooter em Barcelona"",""decoding"":""async"",""height"":""72"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-security-lock-barcelona-v1.webp"",""width"":""103""}"
SCOOTER,pt,885,"{""tag"":""img"",""line"":885,""alt"":""Top box incluída no aluguer de scooter em Barcelona"",""decoding"":""async"",""height"":""72"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-top-box-barcelona-v1.webp"",""width"":""137""}"
SCOOTER,pt,927,"{""tag"":""img"",""line"":927,""alt"":""Scooter branco junto ao passeio marítimo em Barcelona"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-1200.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-800.webp 800w, https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-1200.webp 1200w"",""width"":""1200""}"
SCOOTER,pt,1011,"{""tag"":""img"",""line"":1011,""alt"":""Loja RSB em Vila Olímpica, Barcelona, perto da praia da Barceloneta"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp 1200w"",""width"":""1200""}"
SCOOTER,pt,1163,"{""tag"":""img"",""line"":1163,""alt"":""Logótipo da RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
SCOOTER,ca,712,"{""tag"":""img"",""line"":712,""alt"":""Logotip de RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""70"",""sizes"":""70px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""70""}"
SCOOTER,ca,786,"{""tag"":""img"",""line"":786,""alt"":""Lloguer de scooter a Barcelona a prop de Vila Olímpica i de la platja de la Barceloneta"",""class"":""service-hero__bg-photo"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""864"",""loading"":""eager"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-hero-group-v1-1536.webp"",""width"":""1536""}"
SCOOTER,ca,858,"{""tag"":""img"",""line"":858,""alt"":""Casc extra inclòs amb el lloguer de scooter a Barcelona"",""decoding"":""async"",""height"":""60"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-extra-helmet-barcelona-v1.webp"",""width"":""180""}"
SCOOTER,ca,859,"{""tag"":""img"",""line"":859,""alt"":""Cadenat de seguretat inclòs amb el lloguer de scooter a Barcelona"",""decoding"":""async"",""height"":""72"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-security-lock-barcelona-v1.webp"",""width"":""103""}"
SCOOTER,ca,860,"{""tag"":""img"",""line"":860,""alt"":""Top box inclosa amb el lloguer de scooter a Barcelona"",""decoding"":""async"",""height"":""72"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-top-box-barcelona-v1.webp"",""width"":""137""}"
SCOOTER,ca,903,"{""tag"":""img"",""line"":903,""alt"":""Scooter blanc al costat del passeig marítim de Barcelona"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-1200.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-800.webp 800w, https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-1200.webp 1200w"",""width"":""1200""}"
SCOOTER,ca,987,"{""tag"":""img"",""line"":987,""alt"":""Botiga RSB a Vila Olímpica, Barcelona, a prop de la platja de la Barceloneta"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp 1200w"",""width"":""1200""}"
SCOOTER,ca,1135,"{""tag"":""img"",""line"":1135,""alt"":""Logotip de RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
SCOOTER,sv,729,"{""tag"":""img"",""line"":729,""alt"":""RSB Rental Scooter Barcelona-logotyp"",""decoding"":""async"",""height"":""70"",""sizes"":""70px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""70""}"
SCOOTER,sv,799,"{""tag"":""img"",""line"":799,""alt"":""Scooteruthyrning i Barcelona nära Vila Olímpica och Barcelonetas strand"",""class"":""service-hero__bg-photo"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""864"",""loading"":""eager"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-hero-group-v1-1536.webp"",""width"":""1536""}"
SCOOTER,sv,871,"{""tag"":""img"",""line"":871,""alt"":""Extra hjälm ingår vid scooteruthyrning i Barcelona"",""decoding"":""async"",""height"":""60"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-extra-helmet-barcelona-v1.webp"",""width"":""180""}"
SCOOTER,sv,872,"{""tag"":""img"",""line"":872,""alt"":""Säkerhetslås ingår vid scooteruthyrning i Barcelona"",""decoding"":""async"",""height"":""72"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-security-lock-barcelona-v1.webp"",""width"":""103""}"
SCOOTER,sv,873,"{""tag"":""img"",""line"":873,""alt"":""Toppbox ingår vid scooteruthyrning i Barcelona"",""decoding"":""async"",""height"":""72"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-top-box-barcelona-v1.webp"",""width"":""137""}"
SCOOTER,sv,916,"{""tag"":""img"",""line"":916,""alt"":""Vit scooter vid strandpromenaden i Barcelona"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-1200.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-800.webp 800w, https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-1200.webp 1200w"",""width"":""1200""}"
SCOOTER,sv,1000,"{""tag"":""img"",""line"":1000,""alt"":""RSB-butik i Vila Olímpica, Barcelona, nära stranden Barceloneta"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp 1200w"",""width"":""1200""}"
SCOOTER,sv,1149,"{""tag"":""img"",""line"":1149,""alt"":""RSB Rental Scooter Barcelona-logotyp"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
SCOOTER,pl,785,"{""tag"":""img"",""line"":785,""alt"":""Logo RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""70"",""sizes"":""70px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""70""}"
SCOOTER,pl,855,"{""tag"":""img"",""line"":855,""alt"":""Wynajem skuterów w Barcelonie blisko Vila Olímpica i plaża Barceloneta"",""class"":""service-hero__bg-photo"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""864"",""loading"":""eager"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-hero-group-v1-1536.webp"",""width"":""1536""}"
SCOOTER,pl,927,"{""tag"":""img"",""line"":927,""alt"":""Dodatkowy kask w cenie wynajmu skutera w Barcelonie"",""decoding"":""async"",""height"":""60"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-extra-helmet-barcelona-v1.webp"",""width"":""180""}"
SCOOTER,pl,928,"{""tag"":""img"",""line"":928,""alt"":""Zapięcie zabezpieczające w cenie wynajmu skutera w Barcelonie"",""decoding"":""async"",""height"":""72"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-security-lock-barcelona-v1.webp"",""width"":""103""}"
SCOOTER,pl,929,"{""tag"":""img"",""line"":929,""alt"":""Kufer w cenie wynajmu skutera w Barcelonie"",""decoding"":""async"",""height"":""72"",""loading"":""lazy"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-top-box-barcelona-v1.webp"",""width"":""137""}"
SCOOTER,pl,972,"{""tag"":""img"",""line"":972,""alt"":""Biały skuter w pobliżu nadmorskiej promenady w Barcelonie"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-1200.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-800.webp 800w, https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-seafront-v1-1200.webp 1200w"",""width"":""1200""}"
SCOOTER,pl,1054,"{""tag"":""img"",""line"":1054,""alt"":""RSB wynajem wypożyczalnia w Vila Olímpica Barcelona blisko plaży Barceloneta"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp 1200w"",""width"":""1200""}"
SCOOTER,pl,1203,"{""tag"":""img"",""line"":1203,""alt"":""Logo RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
ROLLERBLADES,en,714,"{""tag"":""img"",""line"":714,""alt"":""RSB Rental Scooter Barcelona logo"",""decoding"":""async"",""height"":""70"",""sizes"":""70px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""70""}"
ROLLERBLADES,en,786,"{""tag"":""img"",""line"":786,""alt"":""Group enjoying inline skates and rollerblades rental near Barceloneta Beach and Vila Olímpica in Barcelona"",""class"":""zoom"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""900"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-rollerblades-rental-barcelona-hero-group-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-rollerblades-rental-barcelona-hero-group-beach-800-v1.webp 800w, https://rentalscooterbarcelona.com/images/rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp 1600w"",""width"":""1600""}"
ROLLERBLADES,en,939,"{""tag"":""img"",""line"":939,""alt"":""Inline skates and rollerblades near Barceloneta Beach in Barcelona"",""decoding"":""async"",""height"":""900"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-rollerblades-rental-barcelona-hero-group-beach-800-v1.webp 800w, https://rentalscooterbarcelona.com/images/rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp 1600w"",""width"":""1600""}"
ROLLERBLADES,en,1034,"{""tag"":""img"",""line"":1034,""alt"":""RSB rental shop in Vila Olímpica Barcelona near Barceloneta Beach"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 960px) 100vw, 46vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-bike-rental-shop-olympic-village-barcelona.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-bike-rental-shop-olympic-village-barcelona.webp 1200w"",""width"":""1200""}"
ROLLERBLADES,en,1184,"{""tag"":""img"",""line"":1184,""alt"":""RSB Rental Scooter Barcelona logo"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
ROLLERBLADES,es,711,"{""tag"":""img"",""line"":711,""alt"":""Logotipo de RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""70"",""sizes"":""70px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""70""}"
ROLLERBLADES,es,783,"{""tag"":""img"",""line"":783,""alt"":""Grupo disfrutando del alquiler de patines en línea en Barcelona, cerca de la playa de la Barceloneta y Vila Olímpica"",""class"":""zoom"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""900"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-rollerblades-rental-barcelona-hero-group-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-rollerblades-rental-barcelona-hero-group-beach-800-v1.webp 800w, https://rentalscooterbarcelona.com/images/rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp 1600w"",""width"":""1600""}"
